1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,Class
0,0,0,0,0,370420,1258912,0,367010,231360,174800,369198,539718,331618,114200,0,0,137934,0,0,348296,0,0,0,0,0,0,0,433102,0,0,0,0,0,0,0,0,0,459442,0,0,0,0,0,0,0,599866,0,0,453370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950184,2881578,1910784,0,0,0,0,0,0,0,0,0,4399736,1453662,654510,677294,1078944,758092,0,0,0,0,0,0,VPN
0,0,0,125328,552940,2113746,2990810,0,0,371076,219748,0,327554,275650,713332,160634,0,0,0,0,0,345338,0,0,0,0,0,0,0,474458,0,0,0,0,464682,0,0,0,0,0,0,0,0,0,0,0,0,599452,0,0,453168,0,0,0,0,0,0,0,0,0,0,0,0,0,104430,1140580,3652844,2853296,0,0,0,0,0,0,0,0,626538,0,0,0,455220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569546,0,5803350,1362528,0,0,0,0,0,594158,0,0,0,0,0,0,0,0,0,0,431252,0,0,0,0,VPN
0,0,0,0,0,172008,495378,1063514,131674,510194,0,261104,258546,607900,301524,0,0,114974,0,0,0,0,346892,0,0,0,0,0,0,474910,0,0,0,0,0,0,0,0,0,443380,0,0,0,0,0,0,0,600052,0,0,453322,0,0,0,0,0,0,0,0,0,0,0,0,0,153756,1412798,4273262,1923842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VPN
0,0,0,272642,999688,3368498,1126274,0,0,361052,261646,153090,321664,569806,367790,0,0,0,0,0,0,0,344146,0,0,0,0,0,0,475006,0,0,0,0,463350,0,0,0,0,0,0,0,0,0,0,0,0,600052,0,453168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062506,3573334,1537654,0,0,0,0,0,0,0,0,0,623616,0,0,443022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569546,0,0,0,0,0,0,0,0,594280,0,0,0,0,0,0,0,0,0,0,431130,0,0,0,0,VPN
0,0,165462,699904,1297830,3074798,652256,0,0,240946,371154,144020,433022,469842,293438,170018,0,0,105364,0,0,346838,0,0,0,0,0,0,0,474926,0,0,0,0,0,464682,0,0,0,0,0,0,0,0,0,0,0,600020,0,0,453582,0,0,0,0,0,0,0,0,0,0,0,0,0,441128,0,0,0,0,0,0,0,0,0,0,0,0,632914,0,0,459166,0,0,480046,3033176,2247498,0,0,0,0,0,0,0,0,0,569542,0,0,0,0,4333330,2657128,2428032,0,645718,0,0,0,0,0,0,0,0,0,0,431252,0,0,0,0,VPN
0,0,0,246652,923640,2330696,2274514,0,0,120600,469514,0,302324,658554,272606,209404,0,0,0,115442,0,279574,149198,0,0,0,0,0,0,0,160128,316964,0,0,0,0,443380,0,0,0,0,0,0,0,0,0,0,422840,177902,0,0,453582,0,0,0,0,0,0,0,0,0,0,0,0,0,499654,3644192,3537290,0,0,0,0,0,0,0,0,0,416700,219840,0,0,443692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570074,3689350,2395020,2224566,1236476,0,0,0,0,593760,0,0,0,0,0,0,0,0,0,0,430976,0,0,0,VPN
0,103264,323436,1214768,2675402,376414,1159170,0,0,220958,391188,139826,268288,631032,305068,151460,0,101028,273600,0,0,307160,0,317666,0,0,0,0,0,0,0,0,0,616710,442532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448304,0,0,0,0,0,0,0,0,0,0,0,0,0,100480,1130042,3511610,3317876,302024,0,0,0,0,0,0,0,0,0,0,580872,5306652,692734,736010,0,0,0,0,0,0,0,0,0,0,559956,0,0,0,0,0,0,571726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230656,388704,0,455300,0,VPN
0,0,130994,471604,1818904,3385284,0,0,0,306220,286618,174410,248928,598200,401108,102664,0,0,0,0,0,0,346134,0,0,0,0,0,0,475064,0,0,0,0,459810,0,0,0,0,0,0,0,0,0,0,0,0,599728,0,0,454320,0,0,0,0,0,0,0,0,0,0,0,0,0,248646,2138190,5310784,0,0,0,0,0,0,0,0,0,623186,0,0,0,465504,0,0,0,3176012,2290302,2914794,0,0,0,0,0,0,0,0,569546,0,0,0,0,0,0,0,593744,0,0,0,0,0,0,0,0,0,0,0,431252,0,0,0,0,VPN
0,0,169798,643274,2130748,1514444,1185294,177362,0,111038,507212,0,222684,368758,632384,188358,0,0,280534,0,0,0,264186,0,0,317804,0,0,0,0,0,0,0,0,477050,582738,0,0,0,0,0,0,0,0,0,0,0,0,0,448166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426004,0,624416,0,0,0,0,337644,2305486,3555422,1078266,0,0,0,0,579706,0,0,0,0,0,0,0,0,0,0,0,3869780,2183416,1590536,0,0,0,0,0,212708,355666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618590,0,0,0,242028,VPN
0,0,237476,1002452,3310668,1325374,0,0,0,443002,142702,148042,691570,208946,259542,156828,0,0,114170,0,0,0,343586,0,0,0,0,0,0,474990,0,0,0,0,464544,0,0,0,0,0,0,0,0,0,0,0,0,600744,0,0,455044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440762,0,0,0,0,0,0,0,0,0,460534,3698012,2283478,0,447612,0,0,0,0,5481794,491526,1792954,415684,0,0,0,0,0,0,0,569408,0,0,0,0,0,0,0,593882,0,0,0,0,0,0,0,0,0,0,0,431634,0,0,0,0,VPN
0,0,288498,1009760,2942836,584844,1024508,0,0,267488,344988,144912,259298,711066,346368,121456,0,0,271834,0,0,232422,127930,317268,0,0,0,0,0,0,0,0,0,450418,610126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371716,0,0,0,0,0,0,0,0,0,0,0,0,0,294960,2338396,5087178,610548,0,0,0,0,0,0,0,0,0,0,0,891898,4323944,3655844,0,0,0,0,0,0,0,0,0,0,0,0,560216,0,0,0,0,100044,479658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618728,0,0,0,455438,VPN
0,0,192622,786450,2316772,1234566,1248204,0,0,191986,423980,103900,234952,564724,418342,179612,0,0,277914,174204,0,0,359656,0,0,0,0,0,478820,0,0,0,0,291872,324720,0,0,0,0,0,0,0,0,0,453322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445510,0,0,166162,934758,4528090,515838,298912,0,0,0,0,0,0,0,454498,0,0,0,3916954,2121820,2548688,2532684,0,0,0,0,0,0,569440,0,0,0,559834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431528,0,0,0,0,0,618054,0,0,0,0,VPN
0,0,145564,361372,1127170,3979988,227270,0,243646,367774,0,328558,405474,466296,254456,0,0,0,0,0,349212,0,0,0,0,0,0,0,418208,0,0,0,0,0,448986,0,0,0,0,0,0,0,0,0,0,0,600206,0,0,453444,0,0,0,0,0,0,0,0,0,0,0,0,0,192256,1418986,4642884,0,0,0,0,0,0,0,0,0,0,624062,0,0,4030074,2068418,3506434,1796802,0,0,0,0,0,0,0,0,0,0,0,572202,0,0,0,0,0,0,0,0,593760,0,0,0,0,0,0,0,0,0,0,431114,0,0,0,0,0,VPN
